gene_symbol,UMAP 0,UMAP 1
NXPH1,2.3234909,9.673995
NXPH2,3.2983127,6.2834272
NXPH3,-1.5742605,11.955669
NXPH4,8.632051,12.406612
NXT1,10.270782,9.409148
NXT2,3.8384855,5.566684
NYAP1,1.9087933,13.600728
NYAP2,-1.5191306,8.334686
NYNRIN,-2.988462,10.648134
NYX,6.090438,12.970978
OAF,6.053329,12.492589
OARD1,2.4163926,6.2606893
OAS1,8.768858,9.453835
OAS2,0.10355667,10.077719
OAS3,-2.7742908,9.856744
OAT,6.057438,7.1585164
OAZ1,9.644246,9.191735
OAZ2,6.57756,10.252336
OAZ3,10.650955,9.298257
OBI1,2.2119613,5.4827385
OBP2A,12.0038,9.024701
OBP2B,12.011653,9.056307
OBSL1,-1.9909675,12.28171
OC90,8.041093,10.732933
OCA2,2.829844,11.153187
OCEL1,10.541037,10.790481
OCIAD1,6.0542274,6.8071733
OCIAD2,9.56367,7.8548927
OCLN,-1.8678877,6.1107
OCM,11.42783,8.226553
OCRL,-0.6257783,9.425042
OCSTAMP,6.9938054,12.133655
ODAD1,3.384351,13.152851
ODAD2,1.6617339,7.586027
ODAD3,6.8953786,12.386229
ODAD4,3.0438895,11.108428
ODAM,8.334104,6.952455
ODAPH,9.390425,6.892494
ODC1,4.8683815,10.115449
ODF1,9.6911,8.064356
ODF2,3.2030041,12.411461
ODF2L,1.2213,5.822462
ODF3,10.198983,10.449673
ODF3B,11.485707,10.349695
ODF3L1,10.277686,10.348824
ODF3L2,9.797318,11.775408
ODF4,9.364806,9.066772
ODR4,1.6576065,5.2642117
OFD1,1.7858794,7.678368
OGA,-0.75039154,7.018177
OGDH,0.4984448,11.984561
OGDHL,1.6405288,12.6209545
OGFOD1,0.082025096,7.9528
OGFOD3,0.13677336,12.473465
OGFR,7.1961527,12.814415
OGFRL1,-3.6242797,5.7421503
OGG1,9.219973,11.007183
OGN,2.3508227,5.146074
OGT,-0.7317598,7.1502275
OIP5,8.529213,7.4464474
OIT3,6.136868,10.620147
OLA1,1.0427557,5.66431
OLAH,7.715187,7.5729356
OLFM1,4.36089,12.052464
OLFM2,6.943071,12.386219
OLFM3,2.3388503,5.6316657
OLFM4,3.5421658,8.532094
OLFML1,3.6248198,9.844935
OLFML2A,-2.9061687,10.096809
OLFML2B,3.3411376,12.394715
OLFML3,7.8936977,10.675422
OLIG1,6.0301476,12.711044
OLIG2,5.5972576,12.108918
OLIG3,5.9303637,11.203457
OLR1,4.7500086,8.1054325
OMA1,6.0290074,6.3058696
OMD,0.5333058,5.498065
OMG,7.177581,7.185087
OMP,12.481149,9.168804
ONECUT1,-1.0245961,8.784362
ONECUT3,-3.4054477,9.975209
OOEP,11.093281,8.64257
OOSP1,9.804066,6.5873027
OOSP2,6.122987,5.658478
OOSP4B,9.3507,7.0810657
OPA1,-1.9907609,5.9178214
OPA3,-3.20706,9.6072035
OPALIN,2.1118398,9.574991
OPCML,-2.3850207,7.865275
OPHN1,-3.4252388,7.94953
OPLAH,0.6886294,13.468945
OPN1LW,9.431019,10.354154
OPN1MW,6.86001,11.42535
OPN1MW2,9.467432,10.387632
OPN1SW,10.294596,6.1516438
OPN3,4.1484075,8.897421
OPN4,5.6831107,12.57976
OPRD1,-3.9587817,8.69293
OPRK1,-0.8585579,8.893668
OPRL1,2.3881936,13.001512
OPRPN,9.891544,6.1407223
OPTC,9.576582,10.466097
OPTN,1.5389135,8.1572
OR10A2,-1.4286836,7.7963133
OR10A3,4.257291,7.422626
OR10A4,10.228286,5.997866
OR10A5,10.298827,6.0461764
OR10A6,-2.1754746,6.1673636
OR10A7,9.961074,5.860683
OR10AD1,10.3886,6.115374
OR10AG1,3.3638651,5.4060774
OR10C1,7.9162793,8.687388
OR10G2,10.26394,6.2153907
OR10G3,4.335384,9.270549
OR10G4,2.5784655,5.9718637
OR10G6,10.25913,5.9668903
OR10G7,2.0039337,5.3838625
OR10G8,10.256117,6.217156
OR10G9,10.451405,6.226596
OR10H1,0.78569156,9.861774
OR10H2,10.509726,6.3850994
OR10H3,10.283364,5.934312
OR10H4,10.268371,5.896125
OR10H5,-2.2829473,9.618701
OR10J1,8.78331,7.514617
OR10J3,10.366653,6.096226
OR10J5,9.848067,5.9083877
OR10K1,5.708855,8.338613
OR10K2,3.3901448,8.666692
OR10P1,10.56099,6.5519795
OR10Q1,10.498451,6.4460554
OR10R2,9.496716,6.0319505
OR10S1,10.344506,6.231567
OR10T2,10.038967,5.8788514
OR10V1,10.140999,5.9531016
OR10W1,8.10717,8.2260475
OR10X1,9.927201,5.866608
OR10Z1,-1.8265513,6.1452804
OR11A1,4.266222,7.4909487
OR11G2,0.34722832,8.2285385
OR11H1,9.783551,5.892876
OR11H12,9.78201,5.9123597
OR11H2,9.810329,5.9010715
OR11H4,7.6998014,7.804109
OR11H6,9.86082,5.831322
OR11L1,10.293182,5.988062
OR12D2,8.084949,6.7343016
OR12D3,5.974866,6.6648216
OR13A1,5.971012,9.852281
OR13C2,9.770837,5.916575
OR13C3,9.362611,6.1177273
OR13C4,9.504609,5.9591417
OR13C5,9.796699,5.9198966
OR13C8,9.7998705,5.926032
OR13C9,9.878032,5.918326
OR13D1,9.772235,5.912787
OR13F1,10.158528,6.0128975
OR13G1,4.381857,7.2884784
OR13H1,9.965185,5.8215284
OR13J1,10.83918,9.719055
OR14A16,9.493789,6.006611
OR14A2,9.775872,5.837623
OR14C36,9.861242,5.7748
OR14I1,10.042742,5.882944
OR14J1,-2.8054278,6.1345882
OR14K1,9.991204,5.9153466
OR14L1P,3.5244076,5.8533206
OR1A1,0.9019118,8.90423
OR1A2,9.849115,5.8155446
OR1B1,10.410605,6.1443906
OR1C1,1.8254242,5.462287
OR1D2,-0.05213896,9.913031
OR1D5,10.45856,6.242439
OR1E1,9.525497,6.3731804
OR1E2,10.406029,6.1257963
OR1F1,10.399612,6.1223245
OR1G1,10.309351,6.0211363
OR1I1,-1.355012,10.312744
OR1J1,10.343993,5.998654
OR1J2,10.388328,6.0251555
OR1J4,10.290604,5.9942317
OR1K1,10.724233,9.689601
OR1L1,9.937626,5.822814
OR1L3,9.736892,5.8384476
OR1L4,10.344375,6.066487
OR1L6,10.3196745,6.097331
OR1L8,5.878071,8.884529
OR1M1,5.2168927,10.914705
OR1N1,10.374479,6.1123247
OR1N2,10.196989,6.0674634
OR1Q1,10.329417,6.0466437
OR1R1P,10.946522,10.698356
OR1S1,7.9604692,7.846035
OR2A1,-0.43079987,8.913278
OR2A12,1.1821448,5.1826987
OR2A14,5.6762834,8.8127985
OR2A2,10.351504,6.1377554
OR2A25,7.741368,8.502922
OR2A4,7.2354765,8.359254
OR2A42,-0.5698725,8.986284
OR2A5,-3.696062,6.231668
OR2A7,5.8927827,8.687638
OR2AE1,10.239383,5.9988894
OR2AG1,-2.6701422,6.1012874
OR2AG2,1.2739004,5.473656
OR2AJ1,6.2817845,7.882891
OR2AK2,9.580111,6.0892744
OR2AP1,9.332679,6.1780806
OR2AT4,-3.8532693,5.9452686
OR2B11,-1.6099786,8.357713
OR2B2,9.418569,6.109859
OR2B3,9.69428,5.899494
OR2B6,9.776656,5.8523602
OR2C1,8.436401,8.832315
OR2C3,-3.5798712,6.469691
OR2D2,9.87965,5.863485
OR2D3,9.825441,5.833522
OR2F1,-0.26086876,6.000762
OR2F2,10.333983,6.124224
OR2G2,10.11447,5.943716
OR2G3,9.868046,5.8009715
OR2G6,-1.3670716,5.862252
OR2H1,2.9425204,10.179476
OR2H2,2.9137619,9.8179455
OR2J1,4.477324,5.8074155
OR2J2,4.5568795,5.8338666
OR2J3,2.4342942,5.8848896
OR2K2,8.793216,6.657193
OR2L13,6.1416674,7.50074
OR2L2,0.36105332,5.728838
OR2L3,3.4949508,5.3202543
OR2L5,4.334033,6.2650976
OR2L8,9.825862,5.8986964
OR2M2,9.783146,6.0671463
OR2M4,-1.2881486,5.7780433
OR2M5,10.279294,6.018639
OR2M7,10.234418,5.980913
OR2S2,10.420464,6.2415447
OR2T1,5.904683,8.950794
OR2T10,1.8088063,7.4613147
OR2T11,1.5624611,7.1901536
OR2T12,-1.162361,5.7587957
OR2T2,2.9600928,9.149027
OR2T27,10.210952,6.200569
OR2T29,4.2526755,8.3837185
OR2T3,10.504786,6.287998
OR2T33,1.4087448,5.550097
OR2T34,10.495319,6.2676005
OR2T35,3.142773,8.911371
OR2T4,10.321063,6.0513945
OR2T5,4.384331,7.9986367
OR2T6,0.043736443,6.5637293
OR2T8,4.7132087,8.854371
OR2V1,4.330259,9.740772
OR2V2,-0.36946103,9.674547
OR2W1,9.580525,5.916782
OR2W3,10.489109,6.398878
OR2Y1,10.255498,6.0154037
OR2Z1,8.050108,10.2977085
OR3A1,7.95985,8.747585
OR3A2,7.8201513,8.563653
OR3A3,1.4827353,10.10016
OR4A15,9.645596,5.916671
OR4A16,9.596505,5.9679585
OR4A47,9.751643,5.9468546
OR4A5,9.60922,6.0246577
OR4B1,9.864207,5.897261
OR4C11,3.8017204,6.201491
OR4C12,9.61009,5.9714236
OR4C13,9.594734,5.9947963
OR4C15,9.768021,5.9116225
OR4C16,9.687715,5.9420652
OR4C3,9.901122,5.890423
OR4C46,9.852953,5.885338
OR4C5,9.924923,5.894536
OR4C6,9.721611,6.540867
OR4D1,-0.5074803,10.056863
OR4D10,4.3502393,7.438725
OR4D11,10.371185,6.0710416
OR4D2,7.9150987,8.585692
OR4D5,10.195162,5.966966
OR4D6,10.301527,6.075413
OR4D9,-1.7734401,8.304449
OR4E1,1.537651,5.843695
OR4E2,3.369885,5.8097777
OR4F15,5.5896883,8.1038265
OR4F16,10.014606,5.8401523
OR4F17,3.4411607,5.473424
OR4F21,9.989444,5.832998
OR4F29,10.007307,5.8327436
OR4F3,9.989074,5.8607802
OR4F4,9.562538,5.9973
OR4F5,3.4768443,5.4827147
OR4F6,9.465715,6.071579
OR4K1,8.8802395,6.5472536
OR4K13,-1.7924037,6.466334
OR4K14,9.323291,6.296379
OR4K15,9.966616,5.776315
OR4K17,0.03675062,6.5772805
OR4K2,-3.5147147,5.614675
OR4K5,9.672177,5.861909
OR4L1,9.483252,5.9199014
OR4M1,1.9946804,5.526115
OR4M2,9.60342,5.9897504
OR4M2B,9.607341,5.996664
OR4N2,3.5952415,7.916049
OR4N4C,9.704719,6.006823
OR4N5,5.9411507,7.108795
OR4P4,5.878182,7.6250434
OR4Q3,5.681333,8.131864
OR4S1,10.089487,5.8764386
OR4S2,4.7238874,6.7435846
OR4X1,10.134698,5.9398694
OR4X2,10.145493,5.9397154
OR51A2,9.852576,5.887818
OR51A4,0.71323836,5.1083393
OR51A7,4.3878503,5.6126866
OR51B2,9.896146,5.8142304
OR51B4,9.970558,5.8242497
OR51B5,10.016501,5.8244643
OR51B6,9.904806,5.815895
OR51D1,1.9640784,10.014601
OR51E1,3.1981556,8.853474
OR51E2,3.6345527,9.677984
OR51F1,9.816261,5.841392
OR51F2,10.008999,5.849963
OR51G1,10.338286,5.9772453
OR51G2,2.1423924,8.861337
OR51I1,10.14138,5.9052644
OR51I2,2.6850817,6.1773796
OR51L1,-3.0622475,6.070884
OR51M1,0.9846196,8.97371
OR51Q1,10.274436,5.947619
OR51S1,10.424154,6.1556535
OR51T1,9.936895,5.789249
OR51V1,10.069742,5.8681965
OR52A1,-1.92026,5.7969465
OR52A5,1.03218,5.3325124
OR52B2,10.1989355,5.9355454
OR52B4,9.785414,5.9761615
OR52B6,10.306903,5.99444
OR52D1,10.2384205,6.0054183
OR52E2,9.9371605,5.81884
OR52E4,3.6880808,7.199497
OR52E5,5.279358,8.239915
OR52E6,9.934436,5.7708216
OR52E8,10.035368,5.8357334
OR52H1,10.161671,5.8944497
OR52I1,10.28837,6.1217
OR52I2,-2.229064,6.453844
OR52J3,9.941224,5.8132205
OR52K1,-0.9765909,7.7232375
OR52K2,10.339775,6.1425495
OR52L1,10.337339,6.114834
OR52M1,10.391307,6.1438684
OR52N1,4.473086,7.5723224
OR52N2,8.383316,8.111
OR52N4,9.387971,6.4324045
OR52N5,3.3498988,5.8052373
OR52R1,10.357554,6.126196
OR52W1,10.406947,6.1727805
OR56A1,-3.6084988,6.238718
OR56A3,0.6012824,4.7365704
OR56A4,2.106563,9.280688
OR56A5,10.364048,6.1010265
OR56B1,6.085635,8.103143
OR56B4,10.260097,6.135778
OR5A1,-3.5558686,6.5246534
OR5A2,-1.998546,6.325003
OR5AC2,9.638511,5.899921
OR5AK2,9.531953,5.886788
OR5AN1,-3.3396475,6.4007235
OR5AP2,9.86293,5.89328
OR5AR1,9.954909,5.7923427
OR5AS1,-3.5296762,6.105735
OR5AU1,10.200657,6.1745014
OR5B12,9.371877,6.1718946
OR5B17,9.695757,5.8674345
OR5B2,5.6323824,8.037298
OR5B21,9.420433,6.147068
OR5B3,9.741249,5.8507047
OR5BS1P,10.18489,5.9695997
OR5C1,10.755528,9.870218
OR5D13,9.614172,5.874299
OR5D14,9.921295,5.8522677
OR5D16,9.818609,5.8832726
OR5D18,9.95305,5.863997
OR5D3P,1.7961313,4.941477
OR5F1,9.848472,5.854047
OR5H1,-2.194188,6.159746
OR5H14,-2.984432,5.8707094
OR5H15,9.074442,6.171246
OR5H2,7.2470355,6.477331
OR5H6,9.43247,5.93764
OR5I1,9.651078,5.9044
OR5J2,9.715206,6.1349916
OR5K1,1.7079082,5.6352925
OR5K2,9.474487,5.9473586
OR5K3,9.379339,5.9398227
OR5K4,9.52417,5.933017
OR5L1,9.703006,6.262693
OR5L2,10.28682,6.0532336
OR5M1,0.47274193,4.909053
OR5M10,9.952149,5.8232093
OR5M11,10.000714,5.8839316
OR5M3,8.052101,6.5552535
OR5M8,9.988502,5.8623977
OR5M9,9.734847,6.4466
OR5P2,9.819055,5.8153186
OR5P3,9.519306,6.078891
OR5T1,7.9641366,6.492699
OR5T2,5.818652,8.151517
OR5T3,9.498042,5.920375
OR5V1,3.9847562,5.912404
OR5W2,9.664694,5.8746443
OR6A2,0.7651011,5.561368
OR6B1,-0.21411712,5.8913183
OR6B2,10.465933,6.2567854
OR6B3,10.468508,6.3127246
OR6C1,5.188681,5.761636
OR6C2,5.1985445,6.3232584
OR6C3,9.516914,5.9158587
OR6C4,-0.8089459,5.9730964
OR6C6,7.81588,7.359448
OR6C65,9.494838,5.934801
OR6C68,9.468983,5.928493
OR6C70,9.492791,5.9222593
OR6C74,-3.6234572,5.689011
OR6C75,0.4589083,5.461606
OR6C76,9.642708,5.873369
OR6F1,7.1277275,7.542477
OR6J1,0.73688906,10.424056
OR6K2,10.009016,5.8383813
OR6K3,6.36781,8.0782
OR6K6,9.740592,6.3163667
OR6M1,9.946244,5.9342217
OR6N1,4.081242,7.4749274
OR6N2,2.3057697,7.10866
OR6P1,2.4304268,6.885723
OR6Q1,10.180997,5.9725957
OR6S1,10.271269,6.1488247
OR6T1,10.397156,6.15844
OR6V1,10.38277,6.102308
OR6X1,10.139693,6.004803
OR6Y1,-0.59967506,6.0317516
OR7A10,6.4981523,8.184586
OR7A17,1.7983645,9.477318
OR7A5,5.7102637,8.178575
OR7C2,10.317776,6.0471053
OR7D2,2.3693817,9.69149
OR7D4,-0.3998644,9.548081
OR7E24,7.320637,8.023802
OR7G1,9.983645,5.867744
OR7G2,3.5400047,10.465012
OR7G3,10.227288,5.9757733
OR8A1,9.986323,6.209395
OR8B12,9.975681,5.8826146
OR8B2,9.709478,5.8656597
OR8B3,4.8943853,6.362636
OR8B4,9.878025,5.8633733
OR8B8,1.6130068,9.552325
OR8D1,-3.3740556,5.4833083
OR8D2,9.784349,5.82141
OR8D4,3.2661772,5.1769567
OR8G1,-0.6628638,6.0379114
OR8G3P,8.099604,7.912947
OR8G5,7.746046,7.7584324
OR8H1,3.3646603,5.358312
OR8H2,3.3553014,5.3440905
OR8H3,9.806088,5.860147
OR8I2,9.712745,5.860219
OR8J1,8.144634,6.57599
OR8J3,1.6867664,4.8962045
OR8K1,9.604558,5.8712564
OR8K3,4.0299206,5.815637
OR8K5,9.680217,5.833056
OR8S1,10.292561,6.042443
OR8U1,9.954114,5.823919
OR8U3,9.863315,5.882983
OR9A2,9.883808,5.9010653
OR9A4,5.9799495,7.345603
OR9G1,2.1391373,5.178603
OR9G4,4.045888,6.3376355
OR9I1,3.3246336,8.997954
OR9K2,3.2876172,5.304535
OR9Q1,4.4756007,9.181582
OR9Q2,1.7243958,7.3485694
ORAI1,9.669848,11.790187
ORAI3,6.567994,11.605013
ORC1,3.2554557,11.318185
ORC2,0.53084177,6.448405
ORC3,4.4571056,6.971616
ORC4,-2.7746623,5.8872695
ORC5,6.5200105,7.8939657
ORC6,8.350436,8.193265
ORM1,11.184249,8.471408
ORM2,11.228652,8.42226
ORMDL1,4.646909,5.7736893
ORMDL2,6.1544156,8.976448
ORMDL3,6.249868,11.393919
OS9,4.687782,11.624866
OSBP,0.076487854,10.218403
OSBP2,0.48246044,12.597556
OSBPL10,1.7323912,10.797923
OSBPL11,-0.10659797,7.6232586
OSBPL1A,0.5008708,6.828563
OSBPL2,0.9657409,10.788015
OSBPL3,-2.381898,6.3987074
OSBPL5,1.2164006,13.483845
OSBPL7,1.641006,13.050408
OSBPL8,-2.546586,5.575724
OSBPL9,1.4920915,7.1408405
OSCAR,9.834409,10.939326
OSCP1,8.729686,8.829044
OSER1,5.964133,8.365671
OSGEP,6.80463,9.5886965
OSGEPL1,6.162212,6.5083466
OSGIN1,8.335233,12.424185
OSGIN2,0.6592836,4.9484706
OSM,7.76957,11.604396
OSMR,-0.7471761,9.64825
OSR1,7.918381,11.937951
OSR2,7.884723,11.154971
OST4,12.2806015,7.530499
OSTC,8.813871,6.729412
OSTF1,8.207426,7.0467587
OSTM1,0.5190793,4.904172
OSTN,2.7431555,5.0050044
OTC,7.9869,7.2702055
OTOA,1.2290752,11.820711
OTOF,-2.6349986,11.051871
OTOG,-3.6667697,10.21956
OTOL1,9.103669,8.176171
OTOP1,7.004093,11.336772
OTOP2,6.084571,12.475143
OTOP3,5.8261375,12.701429
OTOR,6.126674,5.6517596
OTOS,12.210925,9.448925
OTP,4.4098377,12.021893
OTUB1,8.712019,11.201032
OTUB2,1.2505962,11.107628
OTUD1,2.005224,9.745025
OTUD3,-2.0361702,6.7801175
OTUD4,-3.4545002,7.039532
OTUD5,3.7886343,12.60404
OTUD6A,8.044262,11.28875
OTUD6B,3.0266433,5.0098224
OTUD7B,-3.731749,6.7812557
OTULIN,-3.3372822,6.3605685
OTULINL,-2.8600194,6.239054
OTX1,3.756776,12.180677
OTX2,3.2616715,8.688402
OVCA2,10.771886,9.956971
OVCH1,2.2477949,9.172247
OVCH2,6.20616,8.814925
OVGP1,6.3447175,10.112463
OVOL1,3.711575,12.426755
OVOL2,8.509545,10.876343
OVOL3,11.981735,9.956818
OXA1L,3.863459,10.356956
OXCT1,2.4468868,6.757909
OXCT2,8.507586,12.135916
OXGR1,4.84361,8.423242
OXLD1,12.30129,9.466771
OXNAD1,0.8764775,8.35819
OXR1,0.35904142,4.9579706
OXSM,8.168656,7.8994827
OXSR1,-0.08179455,9.178073
OXT,12.313675,9.628835
OXTR,-0.7221053,8.719055
P2RX1,4.762769,12.30731
P2RX2,7.852973,12.31766
P2RX3,1.3286492,11.63953
P2RX4,7.8931136,10.959928
P2RX5,6.761217,11.38326
P2RX5-TAX1BP3,-1.4001731,11.043281
P2RX6,4.390454,12.459274
P2RX7,-0.5708245,10.110419
P2RY1,-2.8761854,7.124352
P2RY10,1.933099,5.4517274
P2RY11,8.218214,12.518283
P2RY12,3.966258,5.442146
P2RY13,3.8277056,7.9243517
P2RY14,3.7754629,5.682976
P2RY2,-3.4192104,10.136193
P2RY4,6.6073637,11.428702
P2RY6,5.6784763,12.117756
P2RY8,0.45440492,12.111296
P3H1,4.834901,12.325708
P3H2,1.9977151,10.765474
P3H3,4.9607954,13.253822
P3H4,7.000558,12.6487
P3R3URF,12.945532,7.9452977
P3R3URF-PIK3R3,8.458186,7.9913473
P4HA1,3.580167,6.347209
P4HA2,0.26758388,8.805438
P4HA3,6.071107,11.037278
P4HB,5.1421113,11.963023
P4HTM,8.531277,11.849157
PA2G4,4.7960997,10.052103
PAAF1,-0.2711265,9.0944805
PABIR1,-1.3501449,7.3766713
PABIR2,-0.706827,8.601214
PABIR3,7.193244,6.440779
PABPC1,3.616616,9.262774
PABPC1L,6.6367755,12.001639
PABPC1L2A,5.99064,10.454014
PABPC1L2B,2.4827845,9.82928
PABPC3,2.530299,5.8388643
PABPC4,3.1704335,11.600411
PABPC4L,-0.85473347,4.9985976
PABPC5,2.539659,5.28749
PABPN1,6.65117,10.488958
PACC1,4.90735,9.010234
PACRG,8.160095,8.234286
PACRGL,-1.9843681,5.9184504
PACS1,-0.30508476,12.578819
PACS2,-2.3447113,11.55146
PACSIN1,0.015737046,12.857208
PACSIN2,2.4717612,11.403867
PACSIN3,8.488683,11.930274
PADI1,1.5688767,12.111501
PADI2,0.40749505,11.626509
PADI3,2.8548381,12.311502
PADI4,6.4659853,11.748469
PADI6,5.5822754,11.578436
PAEP,10.939383,9.715318
PAF1,6.2281165,11.382437
PAFAH1B1,-1.2084649,6.4046893
PAFAH1B2,0.52470326,6.4486704
PAFAH1B3,11.035327,10.302555
PAFAH2,2.1149263,10.382999
PAGE1,11.713263,7.840396
PAGE2,11.580666,7.195634
PAGE2B,11.581469,7.2029767
PAGE3,10.880362,8.150072
PAGE4,9.948068,7.0503807
PAGE5,11.722156,7.3574467
PAGR1,1.6840112,12.132238
PAH,1.3424369,5.3491507
PAICS,-2.1243575,6.6533675
PAIP1,4.032935,8.582868
PAIP2,7.475368,6.491804
PAIP2B,-1.970186,6.962553
PAK1,2.086312,10.854361
PAK1IP1,7.197119,6.282021
PAK2,-1.0606858,5.7481923
PAK3,-4.034832,6.0002933
PAK4,4.299192,13.38084
PAK5,-1.0414039,8.969823
PALB2,1.1194804,8.804403
PALD1,-0.34048176,12.480925
PALLD,-2.4115112,8.461042
PALM,3.5352557,13.5935755
PALM2AKAP2,-3.150222,8.351162
PALM3,6.774296,12.61409
PALMD,4.853847,8.18487
PALS1,-1.4477575,6.0121217
PALS2,-3.4165118,5.591302
PAM,1.2408153,9.522502
PAM16,12.38113,9.111999
PAMR1,4.1939464,11.349339
PAN2,-0.087595865,10.806668
PAN3,-2.156193,7.37895
PANK1,2.5298398,9.30179
PANK2,-3.2471817,7.707244
PANK4,4.778567,12.5727625
PANO1,9.746348,11.968619
PANX1,3.4816186,9.466403
PANX2,3.6152086,13.62773
PANX3,7.830986,9.16505
PAOX,8.363433,11.996104
PAPLN,-2.4408035,10.350484
PAPOLA,0.14675975,6.4782224
PAPOLB,0.27220127,6.515798
PAPOLG,-3.147584,5.9581122
PAPSS1,4.5834026,9.10171
PAPSS2,1.624958,9.297231
PAQR4,5.020073,13.172743
PAQR5,-1.4214642,7.8933277
PAQR6,6.9563336,11.690637
PAQR7,4.2925467,12.112461
PAQR8,-0.78451425,8.856172
PAQR9,-4.084253,7.268665
PARD3,-1.4608709,10.198405
PARD3B,-3.7506285,8.247101
PARD6A,10.462062,11.100824
PARD6B,-0.023635834,6.2798395
PARD6G,1.4260783,10.636741
PARG,0.46616146,8.237181
PARK7,9.411092,7.5619006
PARL,8.13614,8.240713
PARM1,-0.89656085,9.204133
PARN,3.0414336,10.103452
PARP1,1.1188818,10.393517
PARP10,2.3764849,13.564888
PARP11,0.33378026,6.238781
PARP12,3.2016225,11.248708
PARP14,-3.2207963,6.51484
PARP15,-0.6775888,7.4407697
PARP16,4.3227944,11.261685
PARP2,7.676852,8.429415
PARP3,6.209781,11.752323
PARP4,-0.9845409,8.566149
PARP6,4.2501774,11.4226675
PARP8,-2.9006011,6.1180434
PARP9,3.0629115,8.444054
PARPBP,3.1180363,5.0662675
PARS2,5.2800255,11.180054
PARVA,-3.6598392,6.4673004
PARVB,-0.91275114,11.092181
PARVG,2.366431,12.493683
PASD1,2.8664436,10.469826
PASK,-0.18697478,11.7063675
PATE1,7.8770847,7.9945726
PATE2,7.8560643,7.9536047
PATE3,9.4255705,6.4662824
PATE4,6.5596104,8.355222
PATJ,-3.674424,6.5039544
PATL1,0.9043725,10.048324
PATL2,5.12815,10.658595
PATZ1,1.5058109,12.481574
PAWR,-3.6829147,5.7584286
PAX1,-2.1463704,8.857585
PAX2,0.84580237,13.30311
PAX3,2.4540148,10.245353
PAX4,6.2910066,10.96927
PAX5,-3.8050148,9.052534
PAX6,4.1610327,9.3612585
PAX7,-2.6716719,9.820676
PAX8,0.629017,12.453982
PAX9,-0.6734519,8.592479
PAXBP1,1.1436306,5.934865
PAXIP1,1.376542,10.622804
PAXX,11.850177,10.011172
PBDC1,8.807372,7.2170677
PBK,5.9138618,5.882497
PBLD,4.784188,8.515674
PBOV1,3.8798163,6.683057
PBRM1,-0.6715261,9.296027
PBX1,-3.256662,8.078684
PBX2,2.7456996,11.761943
PBX3,3.5666497,9.035519
PBX4,9.532064,10.714284
PBXIP1,2.9771507,12.748045
PC,-0.035659015,12.83989
PCARE,-2.6386008,10.609669
PCBD1,11.028209,8.591546
PCBD2,3.8096993,7.644656
PCBP1,7.9251847,11.000021
PCBP2,2.8527799,10.265029
PCBP3,5.9294415,12.290568
PCBP4,6.8444214,12.377638
PCCA,4.8548384,8.752994
PCCB,7.5507283,9.77135
PCDH1,-0.7577843,12.553371
PCDH10,-4.2570367,7.4712996
PCDH11X,-3.7025485,6.070937
PCDH11Y,-0.5445368,6.1323195
PCDH12,-1.4197791,11.326399
PCDH15,-3.7273834,6.0519524
PCDH17,-4.333388,8.015095
PCDH18,-1.5333258,6.3591857
PCDH7,-2.8515387,8.682401
PCDH8,-2.2834454,9.139569
PCDH9,-1.7135153,6.9504523
PCDHA1,-1.5365782,9.294699
PCDHA10,-1.5635659,9.294962
PCDHA11,-1.5916582,9.312688
PCDHA12,-1.5698013,9.287265
PCDHA13,-1.5680244,9.320298
PCDHA2,-1.5538329,9.34153
PCDHA3,-1.587769,9.300437
PCDHA4,-1.5835853,9.309304
PCDHA5,-1.5694216,9.272658
PCDHA6,-1.5654912,9.298949
PCDHA7,-1.5737729,9.336369
PCDHA8,-1.609682,9.2815
PCDHA9,-1.569441,9.325379
PCDHAC1,-2.3836951,8.769538
PCDHAC2,-2.2373524,8.839178
PCDHB1,-3.3312695,6.544308
PCDHB10,2.2834103,10.630442
PCDHB11,1.0680915,10.426141
PCDHB12,1.3711058,10.044528
PCDHB13,-0.40486494,9.868717
PCDHB14,0.3158183,9.757118
PCDHB15,1.3073542,10.264372
PCDHB16,1.2932432,10.268909
PCDHB2,1.2383473,10.325678
PCDHB3,2.1794538,10.716825
PCDHB4,1.4218616,10.123603
PCDHB5,2.2146,10.67922
PCDHB6,2.3256598,10.735497
PCDHB7,1.4570242,10.26047
PCDHB8,4.1723514,11.590321
PCDHB9,0.3390889,9.931562
PCDHGA1,-0.23380116,11.990323
PCDHGA10,-0.23485512,12.007368
PCDHGA11,-0.23639958,12.004944
PCDHGA12,-0.28109705,11.978893
PCDHGA2,-0.2986234,11.969629
PCDHGA3,-0.22593288,11.994289
PCDHGA4,-0.26752615,12.00328
PCDHGA5,-0.2680452,11.99786
PCDHGA6,-0.22976783,11.996466
PCDHGA7,-0.2636385,11.978214
PCDHGA8,-0.24192059,12.002247
PCDHGA9,-0.231219,11.966342
PCDHGB1,-0.23217246,12.001598
PCDHGB2,-0.23309293,11.986761
PCDHGB3,-0.273887,11.998172
PCDHGB4,-0.25484142,11.989691
PCDHGB5,-0.22772326,11.98678
PCDHGB6,-0.2809984,11.940082
PCDHGB7,-0.27462077,11.9520235
PCDHGC3,-0.2551844,11.999729
PCDHGC4,-0.27168736,11.964699
PCDHGC5,-0.30963328,12.018104
PCED1A,7.658596,12.2457075
